
Top 7000 Scenarios (Highest Returns):
Rank  K      BuyDTE  Initial S    Final S  Price Buy  Price Sell    Moneyness    Und. Return  Opt. Return
366   565       20d  556.22  639.65    7.43   75.24          OTM         15.00%      911.91%
367   660      100d  556.22  639.65    1.98   19.98          OTM         15.00%      909.45%
368   685       90d  556.22  622.97    0.63    6.38          OTM         12.00%      908.61%
369   575       30d  556.22  639.65    6.54   65.97          OTM         15.00%      907.97%
370   615       60d  556.22  634.09    3.20   32.19          OTM         14.00%      906.24%
371   575       20d  556.22  617.40    4.30   43.13          OTM         11.00%      903.25%
372   600       40d  556.22  622.97    3.01   30.13          OTM         12.00%      900.84%
373   685      100d  556.22  628.53    0.88    8.84          OTM         13.00%      900.36%
374   625       30d  556.22  600.72    0.37    3.72          OTM          8.00%      898.78%
375   625       50d  556.22  617.40    1.46   14.54          OTM         11.00%      896.65%
376   660       60d  556.22  611.84    0.47    4.68          OTM         10.00%      893.70%
377   620       70d  556.22  639.65    3.50   34.80          OTM         15.00%      892.96%
378   585       30d  556.22  622.97    4.07   40.39          OTM         12.00%      892.19%
379   670      100d  556.22  634.09    1.44   14.33          OTM         14.00%      891.63%
380   615       50d  556.22  622.97    2.28   22.64          OTM         12.00%      891.43%
381   585       40d  556.22  639.65    5.80   57.39          OTM         15.00%      890.27%
382   645       90d  556.22  639.65    2.50   24.69          OTM         15.00%      888.78%
383   665       80d  556.22  622.97    0.93    9.16          OTM         12.00%      888.25%
384   590       30d  556.22  617.40    3.15   31.15          OTM         11.00%      888.16%
385   655       90d  556.22  634.09    1.80   17.80          OTM         14.00%      886.93%
386   700      100d  556.22  622.97    0.53    5.16          OTM         12.00%      876.19%
387   640       80d  556.22  634.09    2.28   22.29          OTM         14.00%      875.75%
388   630       60d  556.22  622.97    1.77   17.25          OTM         12.00%      874.72%
389   630       40d  556.22  606.28    0.64    6.22          OTM          9.00%      872.11%
390   635       70d  556.22  628.53    2.04   19.82          OTM         13.00%      869.89%
391   650       80d  556.22  628.53    1.61   15.59          OTM         13.00%      868.38%
392   580       30d  556.22  628.53    5.19   50.26          OTM         13.00%      867.75%
393   595       50d  556.22  639.65    5.16   49.90          OTM         15.00%      866.85%
394   680       80d  556.22  617.40    0.52    5.00          OTM         11.00%      865.95%
395   600       50d  556.22  634.09    4.25   41.06          OTM         14.00%      865.47%
396   620       60d  556.22  628.53    2.64   25.45          OTM         13.00%      863.99%
397   660       70d  556.22  617.40    0.76    7.35          OTM         11.00%      862.69%
398   700       90d  556.22  617.40    0.36    3.47          OTM         11.00%      862.63%
399   665       90d  556.22  628.53    1.29   12.38          OTM         13.00%      862.14%
400   615       40d  556.22  611.84    1.44   13.87          OTM         10.00%      860.85%
401   680       90d  556.22  622.97    0.76    7.29          OTM         12.00%      860.36%
402   630       80d  556.22  639.65    3.20   30.65          OTM         15.00%      858.93%
403   605       30d  556.22  606.28    1.36   13.00          OTM          9.00%      856.56%
404   625       70d  556.22  634.09    2.94   28.11          OTM         14.00%      855.66%
405   645       70d  556.22  622.97    1.40   13.33          OTM         12.00%      855.14%
406   605       40d  556.22  617.40    2.38   22.69          OTM         11.00%      854.42%
407   635       50d  556.22  611.84    0.91    8.66          OTM         10.00%      853.77%
408   655      100d  556.22  639.65    2.31   22.01          OTM         15.00%      853.64%
409   680      100d  556.22  628.53    1.04    9.94          OTM         13.00%      852.86%
410   640       60d  556.22  617.40    1.16   11.03          OTM         11.00%      849.27%
411   595       30d  556.22  611.84    2.41   22.84          OTM         10.00%      847.55%
412   605       50d  556.22  628.53    3.48   32.93          OTM         13.00%      846.27%
413   605       60d  556.22  639.65    4.62   43.53          OTM         15.00%      841.97%
414   665      100d  556.22  634.09    1.69   15.92          OTM         14.00%      840.41%
415   570       20d  556.22  622.97    5.71   53.58          OTM         12.00%      838.90%
416   655       60d  556.22  611.84    0.59    5.58          OTM         10.00%      838.66%
417   565       20d  556.22  634.09    7.43   69.68          OTM         14.00%      837.13%
418   620       30d  556.22  600.72    0.52    4.90          OTM          8.00%      835.15%
419   660       80d  556.22  622.97    1.12   10.45          OTM         12.00%      834.66%
420   695      100d  556.22  622.97    0.63    5.88          OTM         12.00%      834.40%
421   650       90d  556.22  634.09    2.13   19.77          OTM         14.00%      830.39%
422   640       90d  556.22  639.65    2.92   27.15          OTM         15.00%      828.47%
423   575       30d  556.22  634.09    6.54   60.49          OTM         14.00%      824.26%
424   610       60d  556.22  634.09    3.86   35.60          OTM         14.00%      823.30%
425   695       90d  556.22  617.40    0.44    4.02          OTM         11.00%      822.02%
426   675       70d  556.22  611.84    0.40    3.70          OTM         10.00%      820.28%
427   620       50d  556.22  617.40    1.83   16.85          OTM         11.00%      819.78%
428   675       80d  556.22  617.40    0.63    5.80          OTM         11.00%      819.55%
429   590       20d  556.22  600.72    1.64   15.02          OTM          8.00%      818.05%
430   615       70d  556.22  639.65    4.16   38.15          OTM         15.00%      817.48%
431   675       90d  556.22  622.97    0.91    8.30          OTM         12.00%      814.20%
432   650       50d  556.22  606.28    0.42    3.88          OTM          9.00%      813.36%
433   635       80d  556.22  634.09    2.71   24.73          OTM         14.00%      813.32%
434   660       90d  556.22  628.53    1.53   13.90          OTM         13.00%      811.13%
435   645       80d  556.22  628.53    1.92   17.50          OTM         13.00%      810.72%
436   655       70d  556.22  617.40    0.94    8.52          OTM         11.00%      809.38%
437   590       40d  556.22  628.53    4.70   42.74          OTM         13.00%      809.36%
438   675      100d  556.22  628.53    1.23   11.16          OTM         13.00%      807.48%
439   610       50d  556.22  622.97    2.83   25.67          OTM         12.00%      807.44%
440   625       40d  556.22  606.28    0.85    7.66          OTM          9.00%      804.95%
441   625       60d  556.22  622.97    2.17   19.61          OTM         12.00%      804.70%
442   630       70d  556.22  628.53    2.46   22.22          OTM         13.00%      804.39%
443   650      100d  556.22  639.65    2.68   24.18          OTM         15.00%      801.01%
444   585       40d  556.22  634.09    5.80   52.19          OTM         14.00%      800.57%
445   595       40d  556.22  622.97    3.78   33.94          OTM         12.00%      798.46%
446   640       70d  556.22  622.97    1.69   15.16          OTM         12.00%      795.87%
447   690      100d  556.22  622.97    0.75    6.67          OTM         12.00%      794.19%
448   625       80d  556.22  639.65    3.76   33.61          OTM         15.00%      794.10%
449   660      100d  556.22  634.09    1.98   17.65          OTM         14.00%      791.81%
450   630       50d  556.22  611.84    1.15   10.27          OTM         10.00%      789.35%
451   615       60d  556.22  628.53    3.20   28.45          OTM         13.00%      789.29%
452   635       60d  556.22  617.40    1.44   12.76          OTM         11.00%      787.74%
453   620       70d  556.22  634.09    3.50   31.08          OTM         14.00%      786.88%
454   650       60d  556.22  611.84    0.75    6.62          OTM         10.00%      786.08%
455   655       80d  556.22  622.97    1.34   11.88          OTM         12.00%      783.81%
456   690       90d  556.22  617.40    0.53    4.65          OTM         11.00%      782.83%
457   610       40d  556.22  611.84    1.86   16.37          OTM         10.00%      780.00%
458   645       90d  556.22  634.09    2.50   21.90          OTM         14.00%      777.16%
459   575       20d  556.22  611.84    4.30   37.70          OTM         10.00%      776.90%
460   580       40d  556.22  639.65    7.08   62.10          OTM         15.00%      776.68%
461   670       70d  556.22  611.84    0.50    4.38          OTM         10.00%      776.49%
462   670       80d  556.22  617.40    0.77    6.70          OTM         11.00%      775.08%
463   595       50d  556.22  634.09    5.16   45.11          OTM         14.00%      774.03%
464   580       20d  556.22  606.28    3.18   27.76          OTM          9.00%      773.83%
465   635       90d  556.22  639.65    3.41   29.77          OTM         15.00%      772.06%
466   590       50d  556.22  639.65    6.22   54.25          OTM         15.00%      771.97%
467   615       30d  556.22  600.72    0.73    6.35          OTM          8.00%      771.83%
468   570       30d  556.22  639.65    8.15   70.90          OTM         15.00%      770.22%
469   670       90d  556.22  622.97    1.08    9.42          OTM         12.00%      770.08%
470   585       30d  556.22  617.40    4.07   35.40          OTM         11.00%      769.49%
471   600       30d  556.22  606.28    1.82   15.78          OTM          9.00%      766.74%
472   580       30d  556.22  622.97    5.19   44.98          OTM         12.00%      766.15%
473   600       40d  556.22  617.40    3.01   26.02          OTM         11.00%      764.34%
474   670      100d  556.22  628.53    1.44   12.48          OTM         13.00%      764.17%
475   645       50d  556.22  606.28    0.55    4.75          OTM          9.00%      762.95%
476   655       90d  556.22  628.53    1.80   15.56          OTM         13.00%      762.76%
477   565       20d  556.22  628.53    7.43   64.12          OTM         13.00%      762.36%
478   600       60d  556.22  639.65    5.51   47.47          OTM         15.00%      761.57%
479   600       50d  556.22  628.53    4.25   36.62          OTM         13.00%      761.03%
480   650       70d  556.22  617.40    1.15    9.84          OTM         11.00%      758.73%
481   640       80d  556.22  628.53    2.28   19.57          OTM         13.00%      756.52%
482   685      100d  556.22  622.97    0.88    7.56          OTM         12.00%      755.53%
